sex,f,a0,a1,a2,a3,a4,a5,a6,p0,p1,p2,p3,p4,p5,q0,q1,agebound,l0,l1,m0,m1,s0,s1
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,41.75,0.1966,0.1955,0.0048,0.0045,-0.1008,-0.1003
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,42,0.1955,0.1943,0.0045,0.0041,-0.1003,-0.0997
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,42.25,0.1943,0.1931,0.0041,0.0038,-0.0997,-0.099
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,42.5,0.1931,0.1918,0.0038,0.0034,-0.099,-0.0983
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,42.75,0.1918,0.1904,0.0034,0.0031,-0.0983,-0.0976
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,43,0.1904,0.1889,0.0031,0.0027,-0.0976,-0.0967
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,43.25,0.1889,0.1874,0.0027,0.0024,-0.0967,-0.0958
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,43.5,0.1874,0.1859,0.0024,0.0021,-0.0958,-0.0949
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,43.75,0.1859,0.1843,0.0021,0.0018,-0.0949,-0.0939
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,44,0.1843,0.1826,0.0018,0.0015,-0.0939,-0.0929
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,44.25,0.1826,0.1809,0.0015,0.0011,-0.0929,-0.0917
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,44.5,0.1809,0.1791,0.0011,0.0008,-0.0917,-0.0906
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,44.75,0.1791,0.1773,0.0008,0.0005,-0.0906,-0.0894
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,45,0.1773,0.1755,0.0005,0.0002,-0.0894,-0.0881
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,45.25,0.1755,0.1736,0.0002,0,-0.0881,-0.0868
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,45.5,0.1736,0.1716,0,-0.0003,-0.0868,-0.0854
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,45.75,0.1716,0.1696,-0.0003,-0.0006,-0.0854,-0.084
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,46,0.1696,0.1676,-0.0006,-0.0009,-0.084,-0.0826
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,46.25,0.1676,0.1656,-0.0009,-0.0012,-0.0826,-0.0811
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,46.5,0.1656,0.1635,-0.0012,-0.0015,-0.0811,-0.0795
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,46.75,0.1635,0.1613,-0.0015,-0.0018,-0.0795,-0.0779
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,47,0.1613,0.1591,-0.0018,-0.0021,-0.0779,-0.0763
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,47.25,0.1591,0.1569,-0.0021,-0.0023,-0.0763,-0.0747
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,47.5,0.1569,0.1547,-0.0023,-0.0026,-0.0747,-0.073
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,47.75,0.1547,0.1524,-0.0026,-0.0029,-0.073,-0.0712
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,48,0.1524,0.1501,-0.0029,-0.0032,-0.0712,-0.0695
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,48.25,0.1501,0.1478,-0.0032,-0.0035,-0.0695,-0.0676
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,48.5,0.1478,0.1454,-0.0035,-0.0038,-0.0676,-0.0658
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,48.75,0.1454,0.143,-0.0038,-0.0041,-0.0658,-0.0639
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,49,0.143,0.1406,-0.0041,-0.0044,-0.0639,-0.062
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,49.25,0.1406,0.1382,-0.0044,-0.0047,-0.062,-0.0601
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,49.5,0.1382,0.1357,-0.0047,-0.005,-0.0601,-0.0581
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,49.75,0.1357,0.1332,-0.005,-0.0053,-0.0581,-0.0561
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,50,0.1332,0.1307,-0.0053,-0.0057,-0.0561,-0.054
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,50.25,0.1307,0.1282,-0.0057,-0.006,-0.054,-0.0519
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,50.5,0.1282,0.1256,-0.006,-0.0063,-0.0519,-0.0498
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,50.75,0.1256,0.123,-0.0063,-0.0066,-0.0498,-0.0477
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,51,0.123,0.1204,-0.0066,-0.0069,-0.0477,-0.0455
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,51.25,0.1204,0.1178,-0.0069,-0.0072,-0.0455,-0.0433
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,51.5,0.1178,0.1151,-0.0072,-0.0076,-0.0433,-0.0411
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,51.75,0.1151,0.1125,-0.0076,-0.0079,-0.0411,-0.0388
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,52,0.1125,0.1098,-0.0079,-0.0082,-0.0388,-0.0365
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,52.25,0.1098,0.107,-0.0082,-0.0086,-0.0365,-0.0342
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,52.5,0.107,0.1043,-0.0086,-0.0089,-0.0342,-0.0318
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,52.75,0.1043,0.1016,-0.0089,-0.0092,-0.0318,-0.0294
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,53,0.1016,0.0988,-0.0092,-0.0096,-0.0294,-0.027
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,53.25,0.0988,0.096,-0.0096,-0.0099,-0.027,-0.0246
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,53.5,0.096,0.0932,-0.0099,-0.0103,-0.0246,-0.0222
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,53.75,0.0932,0.0904,-0.0103,-0.0106,-0.0222,-0.0197
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,54,0.0904,0.0876,-0.0106,-0.011,-0.0197,-0.0172
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,54.25,0.0876,0.0847,-0.011,-0.0113,-0.0172,-0.0147
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,54.5,0.0847,0.0818,-0.0113,-0.0117,-0.0147,-0.0121
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,54.75,0.0818,0.0789,-0.0117,-0.012,-0.0121,-0.0095
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,55,0.0789,0.076,-0.012,-0.0124,-0.0095,-0.0069
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,55.25,0.076,0.0731,-0.0124,-0.0127,-0.0069,-0.0043
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,55.5,0.0731,0.0702,-0.0127,-0.0131,-0.0043,-0.0017
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,55.75,0.0702,0.0672,-0.0131,-0.0134,-0.0017,0.001
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,56,0.0672,0.0643,-0.0134,-0.0138,0.001,0.0036
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,56.25,0.0643,0.0613,-0.0138,-0.0142,0.0036,0.0063
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,56.5,0.0613,0.0583,-0.0142,-0.0145,0.0063,0.009
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,56.75,0.0583,0.0553,-0.0145,-0.0149,0.009,0.0118
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,57,0.0553,0.0523,-0.0149,-0.0152,0.0118,0.0145
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,57.25,0.0523,0.0493,-0.0152,-0.0156,0.0145,0.0173
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,57.5,0.0493,0.0463,-0.0156,-0.016,0.0173,0.0201
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,57.75,0.0463,0.0432,-0.016,-0.0163,0.0201,0.0229
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,58,0.0432,0.0402,-0.0163,-0.0167,0.0229,0.0257
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,58.25,0.0402,0.0371,-0.0167,-0.017,0.0257,0.0286
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,58.5,0.0371,0.0341,-0.017,-0.0174,0.0286,0.0314
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,58.75,0.0341,0.031,-0.0174,-0.0178,0.0314,0.0343
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,59,0.031,0.0279,-0.0178,-0.0181,0.0343,0.0372
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,59.25,0.0279,0.0249,-0.0181,-0.0185,0.0372,0.0401
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,59.5,0.0249,0.0218,-0.0185,-0.0188,0.0401,0.043
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,59.75,0.0218,0.0187,-0.0188,-0.0192,0.043,0.046
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,60,0.0187,0.0156,-0.0192,-0.0195,0.046,0.0489
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,60.25,0.0156,0.0125,-0.0195,-0.0199,0.0489,0.0519
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,60.5,0.0125,0.0095,-0.0199,-0.0203,0.0519,0.0548
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,60.75,0.0095,0.0064,-0.0203,-0.0206,0.0548,0.0578
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,61,0.0064,0.0033,-0.0206,-0.021,0.0578,0.0608
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,61.25,0.0033,0.0002,-0.021,-0.0213,0.0608,0.0638
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,61.5,0.0002,-0.0029,-0.0213,-0.0217,0.0638,0.0668
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,61.75,-0.0029,-0.006,-0.0217,-0.022,0.0668,0.0698
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,62,-0.006,-0.0091,-0.022,-0.0224,0.0698,0.0729
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,62.25,-0.0091,-0.0121,-0.0224,-0.0227,0.0729,0.0759
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,62.5,-0.0121,-0.0152,-0.0227,-0.0231,0.0759,0.0789
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,62.75,-0.0152,-0.0183,-0.0231,-0.0234,0.0789,0.082
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,63,-0.0183,-0.0214,-0.0234,-0.0238,0.082,0.085
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,63.25,-0.0214,-0.0244,-0.0238,-0.0241,0.085,0.0881
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,63.5,-0.0244,-0.0275,-0.0241,-0.0245,0.0881,0.0911
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,63.75,-0.0275,-0.0306,-0.0245,-0.0248,0.0911,0.0942
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,64,-0.0306,-0.0337,-0.0248,-0.0252,0.0942,0.0973
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,64.25,-0.0337,-0.0367,-0.0252,-0.0255,0.0973,0.1003
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,64.5,-0.0367,-0.0398,-0.0255,-0.0259,0.1003,0.1034
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,64.75,-0.0398,-0.0429,-0.0259,-0.0262,0.1034,0.1064
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,65,-0.0429,-0.0459,-0.0262,-0.0266,0.1064,0.1095
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,65.25,-0.0459,-0.049,-0.0266,-0.0269,0.1095,0.1125
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,65.5,-0.049,-0.052,-0.0269,-0.0273,0.1125,0.1156
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,65.75,-0.052,-0.0551,-0.0273,-0.0276,0.1156,0.1187
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,66,-0.0551,-0.0581,-0.0276,-0.028,0.1187,0.1217
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,66.25,-0.0581,-0.0612,-0.028,-0.0283,0.1217,0.1248
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,66.5,-0.0612,-0.0642,-0.0283,-0.0287,0.1248,0.1278
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,66.75,-0.0642,-0.0672,-0.0287,-0.029,0.1278,0.1308
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,67,-0.0672,-0.0703,-0.029,-0.0293,0.1308,0.1339
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,67.25,-0.0703,-0.0733,-0.0293,-0.0297,0.1339,0.1369
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,67.5,-0.0733,-0.0763,-0.0297,-0.03,0.1369,0.1399
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,67.75,-0.0763,-0.0794,-0.03,-0.0304,0.1399,0.1429
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,68,-0.0794,-0.0824,-0.0304,-0.0307,0.1429,0.1459
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,68.25,-0.0824,-0.0854,-0.0307,-0.0311,0.1459,0.1489
1,FEV1FVC,0.7403,-0.1595,-0.0366,0.0079,0.0055,0.0283,0.0106,-2.9595,0.1156,-0.0381,-0.2227,-0.1414,-0.086,4.7101,-0.6774,68.5,-0.0854,-0.0884,-0.0311,-0.0314,0.1489,0.1519
